doi,venues,years,title,download_policy
10.1145/3687972,SIGGRAPH Asia; TOG,2024,C^0 Generalized Coons Patches for High-order Cage-based Deformation,download_once_by_doi
10.1145/3687973,SIGGRAPH Asia; TOG,2024,MVImgNet2.0: A Larger-scale Dataset of Multi-view Images,download_once_by_doi
10.1145/3687974,SIGGRAPH Asia; TOG,2024,VOODOO XP: Expressive One-Shot Head Reenactment for VR Telepresence,download_once_by_doi
10.1145/3687975,SIGGRAPH Asia; TOG,2024,StyleCrafter: Taming Artistic Video Diffusion with Reference-Augmented Adapter Learning,download_once_by_doi
10.1145/3687976,SIGGRAPH Asia; TOG,2024,Learned Multi-aperture Color-coded Optics for Snapshot Hyperspectral Imaging,download_once_by_doi
10.1145/3687977,SIGGRAPH Asia; TOG,2024,MV2MV: Multi-View Image Translation via View-Consistent Diffusion Models,download_once_by_doi
10.1145/3687978,SIGGRAPH Asia; TOG,2024,NFPLight: Deep SVBRDF Estimation via the Combination of Near and Far Field Point Lighting,download_once_by_doi
10.1145/3687979,SIGGRAPH Asia; TOG,2024,Procedural Material Generation with Reinforcement Learning,download_once_by_doi
10.1145/3687980,SIGGRAPH Asia; TOG,2024,360-degree Human Video Generation with 4D Diffusion Transformer,download_once_by_doi
10.1145/3687981,SIGGRAPH Asia; TOG,2024,Content-aware Tile Generation using Exterior Boundary Inpainting,download_once_by_doi
10.1145/3687982,SIGGRAPH Asia; TOG,2024,Volume Scattering Probability Guiding,download_once_by_doi
10.1145/3687983,SIGGRAPH Asia; TOG,2024,Appearance Modeling of Iridescent Feathers with Diverse Nanostructures,download_once_by_doi
10.1145/3687984,SIGGRAPH Asia; TOG,2024,Colorful Diffuse Intrinsic Image Decomposition in the Wild,download_once_by_doi
10.1145/3687985,SIGGRAPH Asia; TOG,2024,Multi-Resolution Real-Time Deep Pose-Space Deformation,download_once_by_doi
10.1145/3687986,SIGGRAPH Asia; TOG,2024,A Mesh-based Simulation Framework using Automatic Code Generation,download_once_by_doi
10.1145/3687987,SIGGRAPH Asia; TOG,2024,A class of new tuned primal subdivision schemes with high-quality limit surface in extraordinary regions,download_once_by_doi
10.1145/3687988,SIGGRAPH Asia; TOG,2024,Barrier-Augmented Lagrangian for GPU-based Elastodynamic Contact,download_once_by_doi
10.1145/3687989,SIGGRAPH Asia; TOG,2024,Multi-level Partition of Unity on Differentiable Moving Particles,download_once_by_doi
10.1145/3687990,SIGGRAPH Asia; TOG,2024,Solving Inverse PDE Problems using Grid-Free Monte Carlo Estimators,download_once_by_doi
10.1145/3687991,SIGGRAPH Asia; TOG,2024,ELMO: Enhanced Real-time LiDAR Motion Capture through Upsampling,download_once_by_doi
10.1145/3687992,SIGGRAPH Asia; TOG,2024,A Progressive Embedding Approach to Bijective Tetrahedral Maps driven by Cluster Mesh Topology,download_once_by_doi
10.1145/3687993,SIGGRAPH Asia; TOG,2024,Gaussian Surfel Splatting for Live Human Performance Capture,download_once_by_doi
10.1145/3687994,SIGGRAPH Asia; TOG,2024,"HFH-Font: Few-shot Chinese Font Synthesis with Higher Quality, Faster Speed, and Higher Resolution",download_once_by_doi
10.1145/3687995,SIGGRAPH Asia; TOG,2024,Perspective-Aligned AR Mirror with Under-Display Camera,download_once_by_doi
10.1145/3687996,SIGGRAPH Asia; TOG,2024,An Eulerian Vortex Method on Flow Maps,download_once_by_doi
10.1145/3730819,SIGGRAPH; TOG,2025,Correct your balance heuristic: Optimizing balance-style multiple importance sampling weights,download_once_by_doi
10.1145/3730821,SIGGRAPH; TOG,2025,Sobol' Sequences with Guaranteed-Quality 2D Projections,download_once_by_doi
10.1145/3730822,SIGGRAPH; TOG,2025,Improving Global Motion Estimation in Sparse IMU-based Motion Capture with Physics,download_once_by_doi
10.1145/3730824,SIGGRAPH; TOG,2025,Learning to Assemble with Alternative Plans,download_once_by_doi
10.1145/3730825,SIGGRAPH; TOG,2025,Facial Appearance Capture at Home with Patch-Level Reflectance Prior,download_once_by_doi
10.1145/3730826,SIGGRAPH; TOG,2025,Fast Subspace Fluid Simulation with a Temporally-Aware Basis,download_once_by_doi
10.1145/3730828,SIGGRAPH; TOG,2025,A Fully-statistical Wave Scattering Model for Heterogeneous Surfaces,download_once_by_doi
10.1145/3730829,SIGGRAPH; TOG,2025,A Hybrid Near-wall Model for Kinetic Simulation of Turbulent Boundary Layer Flows,download_once_by_doi
10.1145/3730834,SIGGRAPH; TOG,2025,Fast But Accurate: A Real-Time Hyperelastic Simulator with Robust Frictional Contact,download_once_by_doi
10.1145/3730836,SIGGRAPH; TOG,2025,Hand-Shadow Poser,download_once_by_doi
10.1145/3730840,SIGGRAPH; TOG,2025,BANG: Dividing 3D Assets via Generative Exploded Dynamics,download_once_by_doi
10.1145/3730841,SIGGRAPH; TOG,2025,CAST: Component-Aligned 3D Scene Reconstruction from an RGB Image,download_once_by_doi
10.1145/3730842,SIGGRAPH; TOG,2025,HoLa: B-Rep Generation using a Holistic Latent Representation,download_once_by_doi
10.1145/3730843,SIGGRAPH; TOG,2025,TokenVerse: Versatile Multi-concept Personalization in Token Modulation Space,download_once_by_doi
10.1145/3730845,SIGGRAPH; TOG,2025,Sphere Carving: Bounding Volumes for Signed Distance Fields,download_once_by_doi
10.1145/3730847,SIGGRAPH; TOG,2025,Segment-based Light Transport Simulation,download_once_by_doi
10.1145/3730848,SIGGRAPH; TOG,2025,Creating Fluid-Interactive Virtual Agents by an Efficient Simulator with Local-domain Control,download_once_by_doi
10.1145/3730851,SIGGRAPH; TOG,2025,TetWeave: Isosurface Extraction using On-The-Fly Delaunay Tetrahedral Grids for Gradient-Based Mesh Optimization,download_once_by_doi
10.1145/3730853,SIGGRAPH; TOG,2025,Claycode: Stylable and Deformable 2D Scannable Codes,download_once_by_doi
10.1145/3730854,SIGGRAPH; TOG,2025,Adaptive Phase-Field-FLIP for Very Large Scale Two-Phase Fluid Simulation,download_once_by_doi
10.1145/3730855,SIGGRAPH; TOG,2025,Practical Inverse Rendering of Textured and Translucent Appearance,download_once_by_doi
10.1145/3730858,SIGGRAPH; TOG,2025,Order Matters: Learning Element Ordering for Graphic Design Generation,download_once_by_doi
10.1145/3730862,SIGGRAPH; TOG,2025,Digital Animation of Powder-Snow Avalanches,download_once_by_doi
10.1145/3730866,SIGGRAPH; TOG,2025,Piecewise Ruled Approximation for Freeform Mesh Surfaces,download_once_by_doi
10.1145/3730868,SIGGRAPH; TOG,2025,In Search of Empty Spheres: 3D Apollonius Diagrams on GPU,download_once_by_doi
10.1145/3730872,SIGGRAPH; TOG,2025,A Versatile Quaternion-Based Constrained Rigid Body Dynamics,download_once_by_doi
10.1145/3730874,SIGGRAPH; TOG,2025,The Mokume Dataset and Inverse Modeling of Solid Wood Textures,download_once_by_doi
10.1145/3730879,SIGGRAPH; TOG,2025,Streaming-Aware Neural Monte Carlo Rendering Framework with Unified Denoising-Compression and Client Collaboration,download_once_by_doi
10.1145/3730880,SIGGRAPH; TOG,2025,Designing Pin-pression Gripper and Learning its Dexterous Grasping with Online In-hand Adjustment,download_once_by_doi
10.1145/3730886,SIGGRAPH; TOG,2025,Closed-form Generalized Winding Numbers of Rational Parametric Curves for Robust Containment Queries,download_once_by_doi
10.1145/3730887,SIGGRAPH; TOG,2025,Polynomial 2D Biharmonic Coordinates for High-order Cages,download_once_by_doi
10.1145/3730888,SIGGRAPH; TOG,2025,Asymptotic analysis and design of linear elastic shell lattice metamaterials,download_once_by_doi
10.1145/3730889,SIGGRAPH; TOG,2025,Field Smoothness-Controlled Partition for Quadrangulation,download_once_by_doi
10.1145/3730891,SIGGRAPH; TOG,2025,Revisiting Tradition and Beyond: A Customized Bilateral Filtering Framework for Point Cloud Denoising,download_once_by_doi
10.1145/3730892,SIGGRAPH; TOG,2025,TransparentGS: Fast Inverse Rendering of Transparent Objects with Gaussians,download_once_by_doi
10.1145/3730899,SIGGRAPH; TOG,2025,Moment Bounds are Differentiable: Efficiently Approximating Measures in Inverse Rendering,download_once_by_doi
10.1145/3730900,SIGGRAPH; TOG,2025,Differentiable Geometric Acoustic Path Tracing using Time-Resolved Path Replay Backpropagation,download_once_by_doi
10.1145/3730908,SIGGRAPH; TOG,2025,Boolean Operation for CAD Models Using a Hybrid Representation,download_once_by_doi
10.1145/3730913,SIGGRAPH; TOG,2025,On-the-fly Reconstruction for Large-Scale Novel View Synthesis from Unposed Images,download_once_by_doi
10.1145/3730919,SIGGRAPH; TOG,2025,DesignManager: An Agent-Powered Copilot for Designers to Integrate AI Design Tools into Creative Workflows,download_once_by_doi
10.1145/3730922,SIGGRAPH; TOG,2025,"Neural Co-Optimization of Structural Topology, Manufacturable Layers, and Path Orientations for Fiber-Reinforced Composites",download_once_by_doi
10.1145/3730923,SIGGRAPH; TOG,2025,A Divide-and-Conquer Approach for Global Orientation of Non-Watertight Scene-Level Point Clouds with 0-1 Integer Optimization,download_once_by_doi
10.1145/3730925,SIGGRAPH; TOG,2025,When Gaussian Meets Surfel: Ultra-fast High-fidelity Radiance Field Rendering,download_once_by_doi
10.1145/3730926,SIGGRAPH; TOG,2025,MonetGPT: Solving Puzzles Enhances MLLMs' Image Retouching Skills,download_once_by_doi
10.1145/3730928,SIGGRAPH; TOG,2025,Multi-Dimensional Procedural Wave Noise,download_once_by_doi
10.1145/3730929,SIGGRAPH; TOG,2025,"Tiny is not small enough: High quality, low-resource facial animation models through hybrid knowledge distillation",download_once_by_doi
10.1145/3730930,SIGGRAPH; TOG,2025,One Model to Rig Them All: Diverse Skeleton Rigging with UniRig,download_once_by_doi
10.1145/3730933,SIGGRAPH; TOG,2025,C-Tubes: Design and Optimization of Tubular Structures Composed of Developable Strips,download_once_by_doi
10.1145/3730935,SIGGRAPH; TOG,2025,WishGI: Lightweight Static Global Illumination Baking via Spherical Harmonics Fitting,download_once_by_doi
10.1145/3730937,SIGGRAPH; TOG,2025,Transformer IMU Calibrator: Dynamic On-body IMU Calibration for Inertial Motion Capture,download_once_by_doi
10.1145/3730940,SIGGRAPH; TOG,2025,HexHex: Highspeed Extraction of Hexahedral Meshes,download_once_by_doi
10.1145/3730942,SIGGRAPH; TOG,2025,Conformal First Passage for Epsilon-free Walk-on-Spheres,download_once_by_doi
10.1145/3730943,SIGGRAPH; TOG,2025,NAM: Neural Adjoint Maps for refining shape correspondences,download_once_by_doi
10.1145/3730944,SIGGRAPH; TOG,2025,Painless Differentiable Rotation Dynamics,download_once_by_doi
10.1145/3731142,SIGGRAPH; TOG,2025,Geometric Contact Potential,download_once_by_doi
10.1145/3731143,SIGGRAPH; TOG,2025,Single Edge Collapse Quad-Dominant Mesh Reduction,download_once_by_doi
10.1145/3731144,SIGGRAPH; TOG,2025,Multiple Importance Reweighting for Path Guiding,download_once_by_doi
10.1145/3731145,SIGGRAPH; TOG,2025,Bernstein Bounds for Caustics,download_once_by_doi
10.1145/3731146,SIGGRAPH; TOG,2025,Quadric-Based Silhouette Sampling for Differentiable Rendering,download_once_by_doi
10.1145/3731147,SIGGRAPH; TOG,2025,Linear-Time Transport with Rectified Flows,download_once_by_doi
10.1145/3731148,SIGGRAPH; TOG,2025,Shape Space Spectra,download_once_by_doi
10.1145/3731149,SIGGRAPH; TOG,2025,RigAnything: Template-Free Autoregressive Rigging for Diverse 3D Assets,download_once_by_doi
10.1145/3731150,SIGGRAPH; TOG,2025,A Monte Carlo Rendering Framework for Simulating Optical Heterodyne Detection,download_once_by_doi
10.1145/3731151,SIGGRAPH; TOG,2025,C <sup>5</sup> D: Sequential Continuous Convex Collision Detection Using Cone Casting,download_once_by_doi
10.1145/3731152,SIGGRAPH; TOG,2025,Solving partial differential equations in participating media,download_once_by_doi
10.1145/3731154,SIGGRAPH; TOG,2025,VR-Doh: Hands-on 3D Modeling in Virtual Reality,download_once_by_doi
10.1145/3731155,SIGGRAPH; TOG,2025,CK-MPM: A Compact-Kernel Material Point Method,download_once_by_doi
10.1145/3731157,SIGGRAPH; TOG,2025,Topological Offsets,download_once_by_doi
10.1145/3731158,SIGGRAPH; TOG,2025,AlignTex: Pixel-Precise Texture Generation from Multi-view Artwork,download_once_by_doi
10.1145/3731159,SIGGRAPH; TOG,2025,NeurCross: A Neural Approach to Computing Cross Fields for Quad Mesh Generation,download_once_by_doi
10.1145/3731160,SIGGRAPH; TOG,2025,Generating Past and Future in Digital Painting Processes,download_once_by_doi
10.1145/3731161,SIGGRAPH; TOG,2025,Stochastic Preconditioning for Neural Field Optimization,download_once_by_doi
10.1145/3731162,SIGGRAPH; TOG,2025,Dynamic Mesh Processing on the GPU,download_once_by_doi
10.1145/3731163,SIGGRAPH; TOG,2025,Gaussian Wave Splatting for Computer-Generated Holography,download_once_by_doi
10.1145/3731164,SIGGRAPH; TOG,2025,GenAnalysis: Joint Shape Analysis by Learning Man-Made Shape Generators with Deformation Regularizations,download_once_by_doi
10.1145/3731165,SIGGRAPH; TOG,2025,Interspatial Attention for Efficient 4D Human Video Generation,download_once_by_doi
10.1145/3731166,SIGGRAPH; TOG,2025,DeFillet: Detection and Removal of Fillet Regions in Polygonal CAD Models,download_once_by_doi
10.1145/3731167,SIGGRAPH; TOG,2025,Sketch2Anim: Towards Transferring Sketch Storyboards into 3D Animation,download_once_by_doi
10.1145/3731168,SIGGRAPH; TOG,2025,Transforming Unstructured Hair Strands into Procedural Hair Grooms,download_once_by_doi
10.1145/3731170,SIGGRAPH; TOG,2025,Controllable Complex Freezing Dynamics Simulation on Thin Films,download_once_by_doi
10.1145/3731172,SIGGRAPH; TOG,2025,MyTimeMachine: Personalized Facial Age Transformation,download_once_by_doi
10.1145/3731173,SIGGRAPH; TOG,2025,IntrinsicEdit: Precise generative image manipulation in intrinsic space,download_once_by_doi
10.1145/3731174,SIGGRAPH; TOG,2025,Unbiased Differential Visibility Using Fixed-Step Walk-on-Spherical-Caps And Closest Silhouettes,download_once_by_doi
10.1145/3731175,SIGGRAPH; TOG,2025,Vector-Valued Monte Carlo Integration Using Ratio Control Variates,download_once_by_doi
10.1145/3731176,SIGGRAPH; TOG,2025,Rectangular Surface Parameterization,download_once_by_doi
10.1145/3731177,SIGGRAPH; TOG,2025,Dress-1-to-3: Single Image to Simulation-Ready 3D Outfit with Diffusion Prior and Differentiable Physics,download_once_by_doi
10.1145/3731178,SIGGRAPH; TOG,2025,Predicting Fabric Appearance Through Thread Scattering and Inversion,download_once_by_doi
10.1145/3731179,SIGGRAPH; TOG,2025,Adaptive Algebraic Reuse of Reordering in Cholesky Factorizations with Dynamic Sparsity Patterns,download_once_by_doi
10.1145/3731180,SIGGRAPH; TOG,2025,Leapfrog Flow Maps for Real-Time Fluid Simulation,download_once_by_doi
10.1145/3731181,SIGGRAPH; TOG,2025,Designing 3D Anisotropic Frame Fields with Odeco Tensors,download_once_by_doi
10.1145/3731182,SIGGRAPH; TOG,2025,High-performance CPU Cloth Simulation Using Domain-decomposed Projective Dynamics,download_once_by_doi
10.1145/3731183,SIGGRAPH; TOG,2025,JGS2: Near Second-order Converging Jacobi/Gauss-Seidel for GPU Elastodynamics,download_once_by_doi
10.1145/3731184,SIGGRAPH; TOG,2025,Real-Time Knit Deformation and Rendering,download_once_by_doi
10.1145/3731186,SIGGRAPH; TOG,2025,UltraMeshRenderer: Efficient Structure and Management of GPU Out-of-core Memory for Real-time Rendering of Gigantic 3D Meshes,download_once_by_doi
10.1145/3731187,SIGGRAPH; TOG,2025,Inverse Geometric Locomotion,download_once_by_doi
10.1145/3731189,SIGGRAPH; TOG,2025,4D Gaussian Videos with Motion Layering,download_once_by_doi
10.1145/3731190,SIGGRAPH; TOG,2025,Cirrus: Adaptive Hybrid Particle-Grid Flow Maps on GPU,download_once_by_doi
10.1145/3731191,SIGGRAPH; TOG,2025,Variational Surface Reconstruction Using Natural Neighbors,download_once_by_doi
10.1145/3731192,SIGGRAPH; TOG,2025,Fluid Simulation on Compressible Flow Maps,download_once_by_doi
10.1145/3731193,SIGGRAPH; TOG,2025,EDGE: Epsilon-Difference Gradient Evolution for Buffer-Free Flow Maps,download_once_by_doi
10.1145/3731194,SIGGRAPH; TOG,2025,Clebsch Gauge Fluid on Particle Flow Maps,download_once_by_doi
10.1145/3731195,SIGGRAPH; TOG,2025,Augmented Vertex Block Descent,download_once_by_doi
10.1145/3731196,SIGGRAPH; TOG,2025,Lightning-fast Boundary Element Method,download_once_by_doi
10.1145/3731197,SIGGRAPH; TOG,2025,Discrete Torsion of Connection Forms on Simplicial Meshes,download_once_by_doi
10.1145/3731198,SIGGRAPH; TOG,2025,Fluid Simulation on Vortex Particle Flow Maps,download_once_by_doi
10.1145/3731199,SIGGRAPH; TOG,2025,MaterialPicker: Multi-Modal DiT-Based Material Generation,download_once_by_doi
10.1145/3731200,SIGGRAPH; TOG,2025,Collaborative On-Sensor Array Cameras,download_once_by_doi
10.1145/3731201,SIGGRAPH; TOG,2025,Arenite: A Physics-based Sandstone Simulator,download_once_by_doi
10.1145/3731202,SIGGRAPH; TOG,2025,"Progressive Dynamics++: A Framework for Stable, Continuous, and Consistent Animation Across Resolution and Time",download_once_by_doi
10.1145/3731203,SIGGRAPH; TOG,2025,Putting Rigid Bodies to Rest,download_once_by_doi
10.1145/3731204,SIGGRAPH; TOG,2025,Optimal r-Adaptive In-Timestep Remeshing for Elastodynamics,download_once_by_doi
10.1145/3731205,SIGGRAPH; TOG,2025,Offset Geometric Contact,download_once_by_doi
10.1145/3731206,SIGGRAPH; TOG,2025,Diffuse-CLoC: Guided Diffusion for Physics-based Character Look-ahead Control,download_once_by_doi
10.1145/3731207,SIGGRAPH; TOG,2025,MiSo: A DSL for Robust and Efficient Solve and MInimize Problems,download_once_by_doi
10.1145/3731208,SIGGRAPH; TOG,2025,ANIME-Rod: Adjustable Nonlinear Isotropic Materials for Elastic Rods,download_once_by_doi
10.1145/3731209,SIGGRAPH; TOG,2025,MoVer: Motion Verification for Motion Graphics Animations,download_once_by_doi
10.1145/3731210,SIGGRAPH; TOG,2025,IMLS-Splatting: Efficient Mesh Reconstruction from Multi-view Images via Point Representation,download_once_by_doi
10.1145/3731211,SIGGRAPH; TOG,2025,3DGH: 3D Head Generation with Composable Hair and Face,download_once_by_doi
10.1145/3731212,SIGGRAPH; TOG,2025,Faraday Cage Estimation of Normals for Point Clouds and Ribbon Sketches,download_once_by_doi
10.1145/3731213,SIGGRAPH; TOG,2025,QUASAR: Quad-based Adaptive Streaming And Rendering,download_once_by_doi
10.1145/3731214,SIGGRAPH; TOG,2025,Echoes of the Coliseum: Towards 3D Live streaming of Sports Events,download_once_by_doi
10.1145/3731216,SIGGRAPH; TOG,2025,Feature-Aligned Parametrization in Penner Coordinates,download_once_by_doi
10.1145/3731421,SIGGRAPH; TOG,2025,Variational Green and Biharmonic Coordinates for 2D Polynomial Cages,download_once_by_doi
10.1145/3731422,SIGGRAPH; TOG,2025,Meschers: Geometry Processing of Impossible Objects,download_once_by_doi
10.1145/3731423,SIGGRAPH; TOG,2025,Hybrid Tours: A Clip-based System for Authoring Long-take Touring Shots,download_once_by_doi
10.1145/3731424,SIGGRAPH; TOG,2025,ViSA: Physics-based Virtual Stunt Actors for Ballistic Stunts,download_once_by_doi
10.1145/3731425,SIGGRAPH; TOG,2025,PhysicsFC: Learning User-Controlled Skills for a Physics-Based Football Player Controller,download_once_by_doi
10.1145/3731426,SIGGRAPH; TOG,2025,A Deep Learning-based Virtual Oculoplastic Surgery Simulator,download_once_by_doi
10.1145/3731427,SIGGRAPH; TOG,2025,Instant Self-Intersection Repair for 3D Meshes,download_once_by_doi
10.1145/3731428,SIGGRAPH; TOG,2025,Variable Shared Template for Consistent Non-rigid ICP,download_once_by_doi
10.1145/3731429,SIGGRAPH; TOG,2025,Light Pipe Holographic Display: Bandwidth-preserved Kaleidoscopic Guiding for AR Glasses,download_once_by_doi
10.1145/3731430,SIGGRAPH; TOG,2025,FLoD: Integrating Flexible Level of Detail into 3D Gaussian Splatting for Customizable Rendering,download_once_by_doi
10.1145/3763270,SIGGRAPH Asia; TOG,2025,RL-ACD: Reinforcement Learning-based Approximate Convex Decomposition,download_once_by_doi
10.1145/3763271,SIGGRAPH Asia; TOG,2025,GarmageNet: A Multimodal Generative Framework for Sewing Pattern Design and Generic Garment Modeling,download_once_by_doi
10.1145/3763272,SIGGRAPH Asia; TOG,2025,"SZ Sequences: Binary-Based (0, 2 <i> <sup>q</sup> </i> )-Sequences",download_once_by_doi
10.1145/3763273,SIGGRAPH Asia; TOG,2025,Jackknife Transmittance and MIS Weight Estimation,download_once_by_doi
10.1145/3763274,SIGGRAPH Asia; TOG,2025,Computational Modeling and Design of Capacitive Stretch Sensors,download_once_by_doi
10.1145/3763275,SIGGRAPH Asia; TOG,2025,Designing and Fabricating Color BRDFs with Differentiable Wave Optics,download_once_by_doi
10.1145/3763276,SIGGRAPH Asia; TOG,2025,Frame-Free Representation of Polarized Light for Resolving Stokes Vector Singularities,download_once_by_doi
10.1145/3763277,SIGGRAPH Asia; TOG,2025,Simplifying Textured Triangle Meshes in the Wild,download_once_by_doi
10.1145/3763278,SIGGRAPH Asia; TOG,2025,Fovea Stacking: Imaging with Dynamic Localized Aberration Correction,download_once_by_doi
10.1145/3763279,SIGGRAPH Asia; TOG,2025,The Granule-In-Cell Method for Simulating Sand–Water Mixtures,download_once_by_doi
10.1145/3763280,SIGGRAPH Asia; TOG,2025,From Rigging to Waving: 3D-Guided Diffusion for Natural Animation of Hand-Drawn Characters,download_once_by_doi
10.1145/3763281,SIGGRAPH Asia; TOG,2025,BSP-OT: Sparse transport plans between discrete measures in loglinear time,download_once_by_doi
10.1145/3763282,SIGGRAPH Asia; TOG,2025,Evaluating and Sampling Glinty NDFs in Constant Time,download_once_by_doi
10.1145/3763283,SIGGRAPH Asia; TOG,2025,A Highly-Efficient Hybrid Simulation System for Flight Controller Design and Evaluation of Unmanned Aerial Vehicles,download_once_by_doi
10.1145/3763284,SIGGRAPH Asia; TOG,2025,NURBS-Based Grid Shell Form Finding on Domains with Topologically Arbitrary Boundaries,download_once_by_doi
10.1145/3763285,SIGGRAPH Asia; TOG,2025,LEGO®-Maker: Autoregressive Image-Conditioned LEGO® Model Creation,download_once_by_doi
10.1145/3763286,SIGGRAPH Asia; TOG,2025,Jump Restore Light Transport,download_once_by_doi
10.1145/3763287,SIGGRAPH Asia; TOG,2025,Acoustic Reliefs,download_once_by_doi
10.1145/3763288,SIGGRAPH Asia; TOG,2025,Kinetic Free-Surface Flows and Foams with Sharp Interfaces,download_once_by_doi
10.1145/3763289,SIGGRAPH Asia; TOG,2025,Underwater Optical Backscatter Communication using Acousto-Optic Beam Steering,download_once_by_doi
10.1145/3763290,SIGGRAPH Asia; TOG,2025,One-shot Embroidery Customization via Contrastive LoRA Modulation,download_once_by_doi
10.1145/3763291,SIGGRAPH Asia; TOG,2025,Automatic Sampling for Discontinuities in Differentiable Shaders,download_once_by_doi
10.1145/3763292,SIGGRAPH Asia; TOG,2025,Aerial Path Planning for Urban Geometry and Texture Co-Capture,download_once_by_doi
10.1145/3763293,SIGGRAPH Asia; TOG,2025,Scattering-Aware Color Calibration for 3D Printers Using a Simple Calibration Target,download_once_by_doi
10.1145/3763294,SIGGRAPH Asia; TOG,2025,Modeling and Exploiting the Time Course of Chromatic Adaptation for Display Power Optimizations in Virtual Reality,download_once_by_doi
10.1145/3763295,SIGGRAPH Asia; TOG,2025,Auto Hair Card Extraction for Smooth Hair with Differentiable Rendering,download_once_by_doi
10.1145/3763296,SIGGRAPH Asia; TOG,2025,Closed-Form Construction of Voronoi Diagrams with Star-Shaped Metrics,download_once_by_doi
10.1145/3763297,SIGGRAPH Asia; TOG,2025,Generalized Unbiased Reconstruction for Gradient-Domain Rendering,download_once_by_doi
10.1145/3763298,SIGGRAPH Asia; TOG,2025,PoissonNet: A Local-Global Approach for Learning on Surfaces,download_once_by_doi
10.1145/3763299,SIGGRAPH Asia; TOG,2025,CrossGen: Learning and Generating Cross Fields for Quad Meshing,download_once_by_doi
10.1145/3763300,SIGGRAPH Asia; TOG,2025,Generative Head-Mounted Camera Captures for Photorealistic Avatars,download_once_by_doi
10.1145/3763301,SIGGRAPH Asia; TOG,2025,Example-Based Feature Painting on Textures,download_once_by_doi
10.1145/3763302,SIGGRAPH Asia; TOG,2025,SS4D: Native 4D Generative Model via Structured Spacetime Latents,download_once_by_doi
10.1145/3763303,SIGGRAPH Asia; TOG,2025,ConsiStyle: Style Diversity in Training-Free Consistent T2I Generation,download_once_by_doi
10.1145/3763304,SIGGRAPH Asia; TOG,2025,MiGumi: Making Tightly Coupled Integral Joints Millable,download_once_by_doi
10.1145/3763305,SIGGRAPH Asia; TOG,2025,Differentiable Light Transport with Gaussian Surfels via Adapted Radiosity for Efficient Relighting and Geometry Reconstruction,download_once_by_doi
10.1145/3763306,SIGGRAPH Asia; TOG,2025,"Generating the Past, Present and Future from a Motion-Blurred Image",download_once_by_doi
10.1145/3763307,SIGGRAPH Asia; TOG,2025,KISSColor: Kinetic and Intuitive Stroke Stretching for Vector Drawing Colorization,download_once_by_doi
10.1145/3763308,SIGGRAPH Asia; TOG,2025,Overlap Region Extraction of Two NURBS Surfaces,download_once_by_doi
10.1145/3763309,SIGGRAPH Asia; TOG,2025,SMF: Template-free and Rig-free Animation Transfer using Kinetic Codes,download_once_by_doi
10.1145/3763310,SIGGRAPH Asia; TOG,2025,Force-Dual Modes: Subspace Design from Stochastic Forces,download_once_by_doi
10.1145/3763311,SIGGRAPH Asia; TOG,2025,Shape-aware Inertial Poser: Motion Tracking for Humans with Diverse Shapes Using Sparse Inertial Sensors,download_once_by_doi
10.1145/3763312,SIGGRAPH Asia; TOG,2025,DiffTex: Differentiable Texturing for Architectural Proxy Models,download_once_by_doi
10.1145/3763313,SIGGRAPH Asia; TOG,2025,Waste-to-Value: Reutilized Material Maximization for Additive and Subtractive Hybrid Remanufacturing,download_once_by_doi
10.1145/3763314,SIGGRAPH Asia; TOG,2025,Chapper: Carvable Hull-and-Pack for Subtractive Manufacturing,download_once_by_doi
10.1145/3763315,SIGGRAPH Asia; TOG,2025,DSCombiner: Double Shrinkage for Combining Biased and Unbiased Monte Carlo Renderings,download_once_by_doi
10.1145/3763316,SIGGRAPH Asia; TOG,2025,G <sup>2</sup> Interpolating Spline with Local Maximum Curvature,download_once_by_doi
10.1145/3763317,SIGGRAPH Asia; TOG,2025,WATER: Watertight Tessellation for Real-Time Pixel-Accurate Rendering of Large-Scale Surfaces,download_once_by_doi
10.1145/3763318,SIGGRAPH Asia; TOG,2025,CFC: Simulating Character-Fluid Coupling using a Two-Level World Model,download_once_by_doi
10.1145/3763319,SIGGRAPH Asia; TOG,2025,Control Operators for Interactive Character Animation,download_once_by_doi
10.1145/3763320,SIGGRAPH Asia; TOG,2025,Viscous Vortex Dynamics on Surfaces,download_once_by_doi
10.1145/3763321,SIGGRAPH Asia; TOG,2025,Gaussian Integral Linear Operators for Precomputed Graphics,download_once_by_doi
10.1145/3763322,SIGGRAPH Asia; TOG,2025,Harmonic Caching for Walk on Spheres,download_once_by_doi
10.1145/3763323,SIGGRAPH Asia; TOG,2025,BrepGPT: Autoregressive B-rep Generation with Voronoi Half-Patch,download_once_by_doi
10.1145/3763324,SIGGRAPH Asia; TOG,2025,Sparse SVBRDF Acquisition via Importance-Aware Illumination Multiplexing,download_once_by_doi
10.1145/3763325,SIGGRAPH Asia; TOG,2025,Implicit Incompressible Porous Flow using SPH,download_once_by_doi
10.1145/3763326,SIGGRAPH Asia; TOG,2025,AnySplat: Feed-forward 3D Gaussian Splatting from Unconstrained Views,download_once_by_doi
10.1145/3763327,SIGGRAPH Asia; TOG,2025,Fast Galerkin Multigrid Method for Unstructured Meshes,download_once_by_doi
